Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
1,2024-01-12,37.8,3.39,212.209,7.44,0
1,2024-01-19,32.6,3.351,212.314,7.443,0
1,2024-01-26,33.5,3.306,212.548,7.444,0
1,2024-02-02,26.9,3.292,212.631,7.471,0
1,2024-02-09,29.5,3.348,213.064,7.453,1
1,2024-02-16,32.6,3.347,212.81,7.355,0
1,2024-02-23,33.2,3.358,213.488,7.575,0
1,2024-03-01,34.4,3.344,212.577,7.526,0
1,2024-03-08,35.3,3.423,212.437,7.49,0
1,2024-03-15,37.4,3.36,212.869,7.414,0
1,2024-03-22,37.9,3.416,213.029,7.352,0
1,2024-03-29,40.1,3.517,212.34,7.344,0
1,2024-04-05,42.2,3.47,213.049,7.182,0
1,2024-04-12,44.9,3.551,212.75,7.434,0
1,2024-04-19,45.2,3.469,212.945,7.304,0
1,2024-04-26,52.5,3.506,213.83,7.445,0
1,2024-05-03,52.3,3.567,213.492,7.4,0
1,2024-05-10,52.5,3.484,213.201,7.406,0
1,2024-05-17,52.2,3.519,213.403,7.414,0
1,2024-05-24,60.3,3.567,213.73,7.13,0
1,2024-05-31,60.1,3.412,213.405,7.428,0
1,2024-06-07,64.3,3.429,213.306,7.271,0
1,2024-06-14,60.6,3.421,213.754,7.373,0
1,2024-06-21,67.8,3.329,213.802,7.255,0
1,2024-06-28,68.7,3.512,213.141,7.178,0
1,2024-07-05,70.5,3.339,214.253,7.264,0
1,2024-07-12,72.2,3.375,214.105,7.324,0
1,2024-07-19,71.1,3.4,213.992,7.121,0
1,2024-07-26,70.4,3.364,214.075,7.297,0
1,2024-08-02,67.8,3.35,214.455,7.113,0
1,2024-08-09,68.4,3.35,214.314,7.178,0
1,2024-08-16,74.4,3.367,214.363,7.223,0
1,2024-08-23,76.7,3.299,213.559,7.318,0
1,2024-08-30,67.3,3.3,214.603,6.987,0
1,2024-09-06,63.7,3.201,214.022,7.181,1
1,2024-09-13,67.5,3.282,213.887,6.896,0
1,2024-09-20,64.4,3.234,214.498,7.188,0
1,2024-09-27,62.8,3.287,214.479,7.16,0
1,2024-10-04,58.2,3.232,214.519,7.179,0
1,2024-10-11,56.9,3.262,214.431,7.076,0
1,2024-10-18,58.3,3.133,214.171,6.929,0
1,2024-10-25,46.4,3.197,214.835,7.039,0
1,2024-11-01,51.6,3.286,215.059,7.05,0
1,2024-11-08,52.6,3.24,214.459,6.988,0
1,2024-11-15,41.8,3.196,214.653,7.118,0
1,2024-11-22,49.1,3.179,214.928,6.923,0
1,2024-11-29,43.1,3.251,214.311,7.11,1
1,2024-12-06,37.8,3.242,214.59,6.942,0
1,2024-12-13,39.0,3.272,215.059,7.034,0
1,2024-12-20,40.0,3.279,214.567,7.094,0
1,2024-12-27,33.5,3.369,215.175,6.964,1
1,2025-01-03,34.3,3.428,215.734,6.974,0
1,2025-01-10,32.8,3.403,214.907,6.991,0
1,2025-01-17,31.5,3.384,214.96,6.788,0
1,2025-01-24,24.9,3.332,215.123,6.908,0
2,2023-02-03,40.3,3.18,213.299,7.45,0
2,2023-02-10,41.2,3.203,213.753,7.307,1
2,2023-02-17,39.8,3.37,213.551,7.554,0
2,2023-02-24,40.8,3.288,213.517,7.384,0
2,2023-03-03,39.2,3.299,213.328,7.458,0
2,2023-03-10,46.0,3.314,213.548,7.427,0
2,2023-03-17,43.3,3.358,213.134,7.338,0
2,2023-03-24,40.0,3.252,214.143,7.451,0
2,2023-03-31,45.7,3.264,212.895,7.297,0
2,2023-04-07,57.2,3.373,213.666,7.388,0
2,2023-04-14,47.4,3.345,213.914,7.323,0
2,2023-04-21,56.8,3.385,214.134,7.252,0
2,2023-04-28,59.5,3.454,213.693,7.222,0
2,2023-05-05,63.2,3.366,214.455,7.257,0
2,2023-05-12,66.0,3.383,214.161,7.448,0
2,2023-05-19,62.9,3.329,213.999,7.326,0
2,2023-05-26,61.6,3.404,214.022,7.386,0
2,2023-06-02,61.3,3.327,213.728,7.179,0
2,2023-06-09,71.3,3.35,214.208,7.235,0
2,2023-06-16,73.1,3.3,214.546,7.307,0
2,2023-06-23,75.3,3.367,214.473,7.435,0
2,2023-06-30,75.4,3.312,214.208,7.118,0
2,2023-07-07,73.2,3.269,214.463,7.245,0
2,2023-07-14,78.1,3.261,214.804,7.275,0
2,2023-07-21,78.2,3.251,214.748,7.21,0
2,2023-07-28,74.7,3.265,214.713,7.091,0
2,2023-08-04,79.8,3.179,215.085,7.296,0
2,2023-08-11,78.3,3.254,214.011,7.046,0
2,2023-08-18,77.8,3.166,214.998,7.351,0
2,2023-08-25,74.4,3.163,214.905,7.302,0
2,2023-09-01,73.3,3.203,215.43,6.966,0
2,2023-09-08,71.8,3.156,214.778,7.202,1
2,2023-09-15,74.9,3.076,215.139,7.053,0
2,2023-09-22,76.3,3.122,214.843,7.155,0
2,2023-09-29,72.9,3.167,214.578,7.145,0
2,2023-10-06,65.4,3.149,214.707,7.126,0
2,2023-10-13,63.9,3.068,215.398,7.095,0
2,2023-10-20,62.2,3.201,215.102,7.064,0
2,2023-10-27,62.4,3.096,215.425,6.998,0
2,2023-11-03,58.0,3.196,215.022,6.8,0
2,2023-11-10,61.6,3.259,215.262,6.837,0
2,2023-11-17,53.5,3.122,215.377,6.91,0
2,2023-11-24,53.9,3.17,215.036,7.081,1
2,2023-12-01,56.1,3.162,215.433,6.987,0
2,2023-12-08,49.7,3.078,215.633,6.952,0
2,2023-12-15,51.5,3.169,216.134,6.871,0
2,2023-12-22,46.0,3.209,215.423,6.989,0
2,2023-12-29,46.4,3.193,215.226,6.959,1
2,2024-01-05,38.8,3.209,215.759,6.781,0
2,2024-01-12,35.7,3.269,215.677,6.685,0
2,2024-01-19,42.2,3.278,215.67,6.799,0
2,2024-01-26,41.9,3.301,216.649,6.963,0
2,2024-02-02,40.4,3.296,216.229,6.974,0
2,2024-02-09,43.1,3.298,215.903,6.853,1
2,2024-02-16,42.2,3.419,215.946,6.849,0
2,2024-02-23,41.5,3.351,216.42,6.656,0
2,2024-03-01,39.0,3.343,215.488,6.775,0
2,2024-03-08,40.0,3.389,216.568,6.837,0
2,2024-03-15,41.2,3.413,216.599,6.754,0
2,2024-03-22,43.2,3.458,216.267,6.906,0
2,2024-03-29,47.8,3.479,216.073,6.83,0
2,2024-04-05,49.3,3.394,215.965,6.89,0
2,2024-04-12,51.1,3.413,216.455,6.924,0
2,2024-04-19,47.6,3.397,216.257,6.947,0
2,2024-04-26,57.7,3.515,216.242,6.679,0
2,2024-05-03,60.6,3.483,216.799,6.762,0
2,2024-05-10,62.5,3.489,216.917,6.852,0
2,2024-05-17,59.2,3.367,217.034,6.88,0
2,2024-05-24,63.3,3.383,216.814,6.844,0
2,2024-05-31,73.9,3.497,216.722,6.652,0
2,2024-06-07,70.6,3.448,216.579,6.936,0
2,2024-06-14,77.8,3.511,216.658,6.807,0
2,2024-06-21,76.1,3.466,217.359,6.775,0
2,2024-06-28,77.9,3.463,217.136,6.523,0
2,2024-07-05,77.2,3.39,216.7,6.859,0
2,2024-07-12,83.1,3.471,217.21,6.816,0
2,2024-07-19,78.7,3.398,216.856,6.711,0
2,2024-07-26,79.3,3.307,217.219,6.653,0
2,2024-08-02,84.6,3.401,217.287,6.676,0
2,2024-08-09,79.2,3.33,217.009,6.626,0
2,2024-08-16,76.4,3.262,217.537,6.67,0
2,2024-08-23,72.6,3.303,217.733,6.727,0
2,2024-08-30,80.0,3.296,217.23,6.503,0
2,2024-09-06,76.7,3.3,217.92,6.711,1
2,2024-09-13,73.8,3.206,217.488,6.613,0
2,2024-09-20,71.9,3.229,217.71,6.531,0
2,2024-09-27,68.7,3.264,217.563,6.596,0
2,2024-10-04,69.3,3.184,217.59,6.705,0
2,2024-10-11,62.8,3.13,217.225,6.554,0
2,2024-10-18,64.1,3.226,218.198,6.274,0
2,2024-10-25,62.8,3.309,217.546,6.493,0
2,2024-11-01,57.0,3.187,217.836,6.664,0
2,2024-11-08,62.3,3.218,218.555,6.515,0
2,2024-11-15,59.7,3.236,218.073,6.538,0
2,2024-11-22,61.7,3.29,217.872,6.588,0
2,2024-11-29,48.8,3.233,218.406,6.484,1
2,2024-12-06,48.7,3.269,218.285,6.514,0
2,2024-12-13,40.2,3.315,217.939,6.317,0
2,2024-12-20,44.1,3.301,218.076,6.534,0
2,2024-12-27,38.7,3.292,218.158,6.436,1
2,2025-01-03,42.4,3.28,218.601,6.437,0
2,2025-01-10,34.8,3.251,218.43,6.399,0
2,2025-01-17,39.5,3.367,218.552,6.506,0
2,2025-01-24,36.0,3.329,218.206,6.43,0
3,2023-02-03,29.0,3.158,218.126,6.202,0
3,2023-02-10,34.4,3.204,218.658,6.165,1
3,2023-02-17,32.1,3.264,217.933,6.261,0
3,2023-02-24,35.7,3.252,218.92,6.15,0
3,2023-03-03,42.6,3.266,218.11,6.209,0
3,2023-03-10,34.4,3.258,218.663,6.248,0
3,2023-03-17,37.3,3.361,218.941,6.326,0
3,2023-03-24,42.5,3.394,218.079,6.141,0
3,2023-03-31,40.2,3.345,218.522,6.146,0
3,2023-04-07,50.5,3.342,218.868,6.129,0
3,2023-04-14,47.3,3.361,218.928,6.259,0
3,2023-04-21,54.3,3.383,219.02,6.017,0
3,2023-04-28,51.5,3.42,219.153,6.144,0
3,2023-05-05,56.8,3.401,219.304,6.141,0
3,2023-05-12,55.5,3.394,218.114,6.141,0
3,2023-05-19,48.0,3.289,219.179,6.14,0
3,2023-05-26,57.7,3.337,219.505,6.034,0
3,2023-06-02,70.2,3.367,219.266,6.234,0
3,2023-06-09,65.9,3.309,219.161,6.059,0
3,2023-06-16,63.3,3.337,219.021,6.145,0
3,2023-06-23,69.2,3.325,219.262,6.065,0
3,2023-06-30,72.4,3.277,219.031,6.143,0
3,2023-07-07,70.6,3.243,219.527,6.069,0
3,2023-07-14,68.2,3.311,219.664,6.05,0
3,2023-07-21,75.4,3.214,219.593,5.972,0
3,2023-07-28,72.5,3.312,219.987,6.172,0
3,2023-08-04,78.1,3.247,219.699,6.059,0
3,2023-08-11,74.4,3.242,219.891,5.967,0
3,2023-08-18,71.4,3.199,219.884,5.963,0
3,2023-08-25,73.9,3.238,219.631,6.028,0
3,2023-09-01,73.0,3.129,220.226,5.892,0
3,2023-09-08,65.6,3.125,219.537,5.938,1
3,2023-09-15,68.3,3.148,220.079,5.956,0
3,2023-09-22,68.3,3.174,220.128,5.702,0
3,2023-09-29,64.4,3.036,220.004,5.902,0
3,2023-10-06,66.6,3.197,220.104,5.842,0
3,2023-10-13,62.7,3.105,220.093,5.981,0
3,2023-10-20,57.2,3.169,220.347,5.777,0
3,2023-10-27,59.5,3.162,220.224,5.786,0
3,2023-11-03,51.6,3.101,220.406,5.757,0
3,2023-11-10,53.0,3.069,220.232,5.853,0
3,2023-11-17,56.7,3.067,220.785,5.847,0
3,2023-11-24,48.3,3.15,220.527,5.807,1
3,2023-12-01,49.2,3.13,220.783,5.748,0
3,2023-12-08,42.6,3.111,220.63,5.947,0
3,2023-12-15,40.6,3.168,220.209,5.77,0
3,2023-12-22,34.4,3.147,220.662,5.914,0
3,2023-12-29,46.1,3.179,221.074,5.797,1
3,2024-01-05,36.0,3.248,220.712,5.773,0
3,2024-01-12,34.2,3.175,220.28,5.818,0
3,2024-01-19,33.9,3.234,220.796,5.822,0
3,2024-01-26,34.8,3.251,221.211,5.89,0
3,2024-02-02,35.6,3.353,221.266,5.835,0
3,2024-02-09,36.1,3.354,221.099,5.603,1
3,2024-02-16,36.8,3.276,220.755,5.833,0
3,2024-02-23,38.0,3.438,220.962,5.577,0
3,2024-03-01,35.7,3.387,221.117,5.796,0
3,2024-03-08,36.6,3.417,220.847,5.717,0
3,2024-03-15,39.2,3.378,221.123,5.644,0
3,2024-03-22,40.1,3.519,221.214,5.628,0
3,2024-03-29,36.5,3.399,221.215,5.574,0
3,2024-04-05,49.0,3.447,221.73,5.639,0
3,2024-04-12,47.2,3.46,221.395,5.794,0
3,2024-04-19,42.4,3.372,221.281,5.614,0
3,2024-04-26,53.8,3.501,221.378,5.704,0
3,2024-05-03,57.2,3.489,221.832,5.62,0
3,2024-05-10,54.9,3.516,221.627,5.583,0
3,2024-05-17,63.3,3.357,221.218,5.454,0
3,2024-05-24,60.1,3.464,221.241,5.464,0
3,2024-05-31,60.8,3.594,222.284,5.511,0
3,2024-06-07,64.4,3.406,221.221,5.531,0
3,2024-06-14,64.4,3.45,221.363,5.456,0
3,2024-06-21,69.6,3.462,222.019,5.39,0
3,2024-06-28,73.2,3.391,222.133,5.511,0
3,2024-07-05,67.7,3.402,222.103,5.564,0
3,2024-07-12,72.4,3.48,222.346,5.467,0
3,2024-07-19,75.8,3.485,222.682,5.36,0
3,2024-07-26,71.2,3.446,221.826,5.34,0
3,2024-08-02,72.7,3.377,222.163,5.397,0
3,2024-08-09,72.0,3.304,221.98,5.681,0
3,2024-08-16,74.4,3.368,222.147,5.424,0
3,2024-08-23,70.7,3.176,221.93,5.251,0
3,2024-08-30,65.1,3.235,222.791,5.418,0
3,2024-09-06,74.5,3.301,222.678,5.322,1
3,2024-09-13,70.7,3.305,222.32,5.458,0
3,2024-09-20,69.1,3.23,222.207,5.274,0
3,2024-09-27,65.8,3.265,222.356,5.385,0
3,2024-10-04,65.1,3.272,223.109,5.5,0
3,2024-10-11,58.2,3.32,222.534,5.467,0
3,2024-10-18,59.1,3.212,222.201,5.335,0
3,2024-10-25,51.9,3.279,223.249,5.263,0
3,2024-11-01,55.0,3.196,222.655,5.41,0
3,2024-11-08,51.6,3.322,222.749,5.422,0
3,2024-11-15,49.6,3.28,222.809,5.307,0
3,2024-11-22,46.7,3.206,223.192,5.367,0
3,2024-11-29,46.6,3.334,223.478,5.255,1
3,2024-12-06,43.9,3.237,223.1,5.222,0
3,2024-12-13,45.7,3.3,223.078,5.392,0
3,2024-12-20,32.7,3.196,223.432,5.268,0
3,2024-12-27,38.4,3.246,223.237,5.453,1
3,2025-01-03,38.9,3.339,223.162,5.203,0
3,2025-01-10,29.0,3.362,223.597,5.075,0
3,2025-01-17,32.7,3.31,223.104,5.228,0
3,2025-01-24,28.0,3.419,223.67,5.187,0
4,2023-02-03,46.1,3.183,218.754,7.143,0
4,2023-02-10,52.6,3.24,219.328,7.236,1
4,2023-02-17,54.4,3.259,218.763,7.161,0
4,2023-02-24,53.5,3.231,219.251,6.876,0
4,2023-03-03,57.4,3.326,219.396,6.864,0
4,2023-03-10,57.6,3.332,218.795,6.905,0
4,2023-03-17,62.1,3.325,219.532,7.188,0
4,2023-03-24,62.6,3.359,220.271,6.971,0
4,2023-03-31,60.7,3.361,219.64,6.93,0
4,2023-04-07,62.1,3.466,219.656,6.899,0
4,2023-04-14,70.1,3.355,219.532,7.019,0
4,2023-04-21,65.8,3.385,220.232,6.999,0
4,2023-04-28,70.9,3.348,219.585,6.917,0
4,2023-05-05,73.3,3.422,219.238,7.019,0
4,2023-05-12,75.7,3.396,219.47,7.055,0
4,2023-05-19,83.0,3.424,219.404,6.995,0
4,2023-05-26,82.8,3.292,219.901,6.939,0
4,2023-06-02,85.4,3.376,220.046,7.04,0
4,2023-06-09,89.5,3.216,219.913,6.866,0
4,2023-06-16,82.5,3.355,220.433,6.764,0
4,2023-06-23,90.4,3.294,219.907,7.01,0
4,2023-06-30,89.3,3.35,219.597,7.039,0
4,2023-07-07,94.0,3.305,220.381,6.701,0
4,2023-07-14,96.7,3.283,220.197,6.783,0
4,2023-07-21,92.1,3.319,220.385,6.888,0
4,2023-07-28,94.3,3.294,220.233,7.035,0
4,2023-08-04,89.8,3.315,220.819,6.717,0
4,2023-08-11,101.0,3.286,220.75,6.795,0
4,2023-08-18,93.2,3.21,220.625,6.923,0
4,2023-08-25,93.7,3.159,220.805,6.865,0
4,2023-09-01,94.1,3.228,220.527,6.67,0
4,2023-09-08,88.3,3.095,220.729,6.744,1
4,2023-09-15,88.1,3.017,220.334,6.855,0
4,2023-09-22,85.7,3.172,220.341,6.876,0
4,2023-09-29,85.4,3.159,221.506,6.874,0
4,2023-10-06,82.8,3.108,220.761,6.763,0
4,2023-10-13,81.2,3.112,221.348,6.691,0
4,2023-10-20,86.1,3.133,221.494,6.728,0
4,2023-10-27,79.8,3.091,220.752,6.728,0
4,2023-11-03,77.4,3.13,220.672,6.536,0
4,2023-11-10,67.8,3.043,221.141,6.775,0
4,2023-11-17,69.6,3.023,221.101,6.636,0
4,2023-11-24,73.7,3.071,221.091,6.813,1
4,2023-12-01,66.5,3.181,221.293,6.665,0
4,2023-12-08,65.4,3.124,221.572,6.485,0
4,2023-12-15,62.2,3.187,221.173,6.61,0
4,2023-12-22,57.6,3.139,221.302,6.492,0
4,2023-12-29,59.0,3.151,221.672,6.474,1
4,2024-01-05,55.1,3.195,221.906,6.615,0
4,2024-01-12,55.1,3.27,220.926,6.568,0
4,2024-01-19,61.0,3.271,221.629,6.617,0
4,2024-01-26,57.3,3.184,221.153,6.573,0
4,2024-02-02,52.3,3.37,221.614,6.349,0
4,2024-02-09,50.8,3.187,221.688,6.514,1
4,2024-02-16,53.8,3.398,222.168,6.505,0
4,2024-02-23,49.4,3.394,222.025,6.543,0
4,2024-03-01,59.7,3.323,222.511,6.407,0
4,2024-03-08,60.3,3.315,221.679,6.644,0
4,2024-03-15,58.7,3.457,222.079,6.472,0
4,2024-03-22,65.3,3.418,221.524,6.392,0
4,2024-03-29,64.8,3.463,221.638,6.39,0
4,2024-04-05,63.4,3.437,221.745,6.39,0
4,2024-04-12,65.2,3.503,222.451,6.428,0
4,2024-04-19,68.5,3.479,222.013,6.318,0
4,2024-04-26,69.2,3.445,221.959,6.439,0
4,2024-05-03,76.7,3.401,222.366,6.39,0
4,2024-05-10,77.9,3.48,221.972,6.276,0
4,2024-05-17,79.3,3.531,221.794,6.427,0
4,2024-05-24,85.1,3.469,222.673,6.312,0
4,2024-05-31,83.4,3.39,221.855,6.467,0
4,2024-06-07,82.9,3.441,222.192,6.221,0
4,2024-06-14,87.2,3.418,222.772,6.398,0
4,2024-06-21,90.4,3.455,223.182,6.236,0
4,2024-06-28,90.8,3.488,223.138,6.19,0
4,2024-07-05,91.2,3.486,222.961,6.342,0
4,2024-07-12,92.5,3.384,222.945,6.287,0
4,2024-07-19,93.8,3.392,222.705,6.356,0
4,2024-07-26,103.1,3.283,223.055,6.216,0
4,2024-08-02,96.2,3.358,223.237,6.4,0
4,2024-08-09,94.9,3.397,222.355,6.431,0
4,2024-08-16,95.0,3.378,222.742,6.179,0
4,2024-08-23,93.6,3.308,223.243,6.361,0
4,2024-08-30,86.9,3.343,223.211,6.222,0
4,2024-09-06,86.5,3.306,222.534,6.297,1
4,2024-09-13,85.0,3.271,223.272,6.339,0
4,2024-09-20,87.2,3.223,223.206,6.34,0
4,2024-09-27,87.4,3.229,223.337,6.046,0
4,2024-10-04,84.9,3.153,223.684,6.205,0
4,2024-10-11,88.7,3.181,223.477,6.362,0
4,2024-10-18,82.8,3.198,223.625,6.173,0
4,2024-10-25,77.7,3.196,223.581,6.003,0
4,2024-11-01,74.9,3.255,223.59,5.991,0
4,2024-11-08,75.0,3.253,223.49,6.114,0
4,2024-11-15,65.2,3.189,223.597,6.255,0
4,2024-11-22,65.5,3.28,223.647,6.147,0
4,2024-11-29,64.7,3.301,223.698,5.955,1
4,2024-12-06,59.0,3.242,223.533,6.143,0
4,2024-12-13,59.8,3.4,223.437,6.113,0
4,2024-12-20,56.1,3.272,224.051,5.85,0
4,2024-12-27,58.7,3.408,223.922,6.098,1
4,2025-01-03,59.8,3.322,223.934,5.835,0
4,2025-01-10,57.7,3.343,223.854,6.065,0
4,2025-01-17,53.3,3.342,224.39,5.909,0
4,2025-01-24,57.8,3.318,224.059,6.225,0
5,2023-02-03,25.6,3.204,211.999,8.059,0
5,2023-02-10,27.3,3.209,211.606,8.006,1
5,2023-02-17,30.5,3.171,212.031,7.966,0
5,2023-02-24,28.9,3.24,212.581,8.089,0
5,2023-03-03,25.6,3.311,211.956,7.97,0
5,2023-03-10,31.7,3.271,212.506,7.941,0
5,2023-03-17,30.4,3.279,212.118,8.118,0
5,2023-03-24,35.8,3.412,213.018,7.895,0
5,2023-03-31,36.1,3.281,212.155,7.925,0
5,2023-04-07,34.8,3.298,212.395,7.856,0
5,2023-04-14,42.7,3.314,213.331,7.923,0
5,2023-04-21,42.7,3.303,213.05,8.07,0
5,2023-04-28,45.7,3.306,212.651,7.836,0
5,2023-05-05,51.6,3.416,212.667,7.694,0
5,2023-05-12,46.7,3.411,213.052,8.039,0
5,2023-05-19,47.2,3.391,213.043,7.752,0
5,2023-05-26,54.3,3.386,212.698,7.723,0
5,2023-06-02,55.5,3.35,212.794,7.842,0
5,2023-06-09,57.3,3.357,213.021,7.858,0
5,2023-06-16,59.3,3.355,212.362,7.926,0
5,2023-06-23,62.2,3.341,213.276,7.673,0
5,2023-06-30,57.8,3.341,213.036,7.875,0
5,2023-07-07,63.5,3.347,213.368,7.897,0
5,2023-07-14,65.1,3.194,213.369,7.96,0
5,2023-07-21,68.6,3.24,213.39,7.914,0
5,2023-07-28,71.8,3.224,213.17,7.893,0
5,2023-08-04,67.4,3.196,213.413,7.866,0
5,2023-08-11,67.3,3.247,213.261,7.946,0
5,2023-08-18,63.9,3.191,213.391,7.876,0
5,2023-08-25,61.4,3.139,212.827,7.781,0
5,2023-09-01,61.6,3.171,213.687,7.704,0
5,2023-09-08,64.4,3.162,213.74,7.806,1
5,2023-09-15,60.1,3.156,213.901,7.787,0
5,2023-09-22,56.3,3.187,213.313,7.879,0
5,2023-09-29,61.7,3.159,213.735,7.707,0
5,2023-10-06,58.6,3.119,213.809,7.805,0
5,2023-10-13,52.6,3.101,213.43,7.602,0
5,2023-10-20,46.5,3.165,214.381,7.841,0
5,2023-10-27,44.8,3.163,214.315,7.642,0
5,2023-11-03,47.5,3.028,214.018,7.572,0
5,2023-11-10,45.4,3.053,214.151,7.771,0
5,2023-11-17,40.1,3.08,213.391,7.631,0
5,2023-11-24,38.4,3.066,214.224,7.603,1
5,2023-12-01,34.7,3.125,214.46,7.698,0
5,2023-12-08,35.5,3.196,213.84,7.631,0
5,2023-12-15,34.4,3.154,214.369,7.54,0
5,2023-12-22,33.8,3.22,213.413,7.727,0
5,2023-12-29,21.6,3.178,214.646,7.566,1
5,2024-01-05,25.1,3.172,214.696,7.396,0
5,2024-01-12,31.9,3.242,214.08,7.52,0
5,2024-01-19,24.8,3.307,214.708,7.396,0
5,2024-01-26,26.2,3.241,214.926,7.423,0
5,2024-02-02,32.0,3.302,214.24,7.48,0
5,2024-02-09,25.0,3.26,214.667,7.415,1
5,2024-02-16,21.3,3.325,214.147,7.453,0
5,2024-02-23,25.8,3.32,215.338,7.524,0
5,2024-03-01,30.2,3.293,214.592,7.53,0
5,2024-03-08,27.7,3.445,214.477,7.469,0
5,2024-03-15,30.5,3.424,214.696,7.461,0
5,2024-03-22,33.3,3.394,215.084,7.502,0
5,2024-03-29,35.6,3.422,215.227,7.445,0
5,2024-04-05,37.0,3.46,215.547,7.324,0
5,2024-04-12,42.4,3.37,215.153,7.606,0
5,2024-04-19,43.9,3.48,214.97,7.441,0
5,2024-04-26,44.1,3.438,215.101,7.448,0
5,2024-05-03,44.9,3.44,214.83,7.457,0
5,2024-05-10,51.3,3.492,215.578,7.417,0
5,2024-05-17,53.2,3.495,215.311,7.345,0
5,2024-05-24,61.0,3.454,215.188,7.432,0
5,2024-05-31,57.3,3.401,215.775,7.369,0
5,2024-06-07,55.3,3.523,215.676,7.242,0
5,2024-06-14,65.8,3.487,215.535,7.517,0
5,2024-06-21,62.7,3.442,215.39,7.406,0
5,2024-06-28,65.1,3.432,215.401,7.351,0
5,2024-07-05,64.7,3.351,215.247,7.385,0
5,2024-07-12,58.1,3.413,215.595,7.449,0
5,2024-07-19,65.2,3.421,215.669,7.32,0
5,2024-07-26,69.3,3.349,216.137,7.199,0
5,2024-08-02,68.1,3.402,216.086,7.48,0
5,2024-08-09,64.8,3.271,215.64,7.344,0
5,2024-08-16,68.1,3.329,215.651,7.345,0
5,2024-08-23,62.2,3.367,216.895,7.295,0
5,2024-08-30,66.7,3.27,215.545,7.188,0
5,2024-09-06,60.4,3.208,216.655,7.265,1
5,2024-09-13,63.3,3.253,216.136,7.325,0
5,2024-09-20,60.4,3.284,216.179,7.184,0
5,2024-09-27,54.4,3.15,216.21,7.214,0
5,2024-10-04,52.7,3.239,216.354,6.983,0
5,2024-10-11,51.6,3.256,216.504,7.073,0
5,2024-10-18,52.5,3.283,216.671,7.169,0
5,2024-10-25,48.2,3.2,216.628,7.188,0
5,2024-11-01,49.1,3.239,216.784,7.168,0
5,2024-11-08,47.2,3.279,216.347,6.967,0
5,2024-11-15,47.1,3.253,216.124,7.067,0
5,2024-11-22,42.4,3.234,216.535,7.268,0
5,2024-11-29,34.8,3.217,216.802,7.157,1
5,2024-12-06,37.3,3.314,216.848,7.157,0
5,2024-12-13,33.2,3.285,216.87,7.12,0
5,2024-12-20,34.6,3.324,216.901,7.007,0
