Store,Dept,Date,Weekly_Sales,IsHoliday
1,3,2024-02-09,28677.95,1
1,3,2024-02-16,30991.38,0
1,3,2024-02-23,28924.48,0
1,3,2024-03-01,29195.56,0
1,3,2024-03-08,27572.3,0
1,3,2024-03-15,29840.73,0
1,3,2024-03-22,34589.05,0
1,3,2024-03-29,32146.65,0
1,3,2024-04-05,30271.99,0
1,3,2024-04-12,35597.38,0
1,3,2024-04-19,31039.54,0
1,3,2024-04-26,36397.91,0
1,3,2024-05-03,36433.38,0
1,3,2024-05-10,32921.34,0
1,3,2024-05-17,28817.3,0
1,3,2024-05-24,38642.77,0
1,3,2024-05-31,33538.07,0
1,3,2024-06-07,31515.37,0
1,3,2024-06-14,34592.05,0
1,3,2024-06-21,33666.01,0
1,3,2024-06-28,34893.09,0
1,3,2024-07-05,29600.37,0
1,3,2024-07-12,31694.49,0
1,3,2024-07-19,27640.89,0
1,3,2024-07-26,31762.94,0
1,3,2024-08-02,29710.82,0
1,3,2024-08-09,30034.67,0
1,3,2024-08-16,28648.91,0
1,3,2024-08-23,28039.14,0
1,3,2024-08-30,26293.85,0
1,3,2024-09-06,34393.72,1
1,3,2024-09-13,26387.72,0
1,3,2024-09-20,28557.55,0
1,3,2024-09-27,28051.54,0
1,3,2024-10-04,26941.7,0
1,3,2024-10-11,23509.94,0
1,3,2024-10-18,23907.12,0
1,3,2024-10-25,24977.6,0
1,3,2024-11-01,22090.37,0
1,3,2024-11-08,29721.56,0
1,3,2024-11-15,27616.27,0
1,3,2024-11-22,26928.81,0
1,3,2024-11-29,36945.96,1
1,3,2024-12-06,27469.17,0
1,3,2024-12-13,32162.84,0
1,3,2024-12-20,26560.32,0
1,3,2024-12-27,48796.55,1
1,3,2025-01-03,29063.74,0
1,3,2025-01-10,32233.99,0
1,3,2025-01-17,29016.51,0
1,3,2025-01-24,28645.85,0
1,4,2023-02-03,24276.07,0
1,4,2023-02-10,22231.92,1
1,4,2023-02-17,24459.89,0
1,4,2023-02-24,21581.01,0
1,4,2023-03-03,25762.53,0
1,4,2023-03-10,23977.18,0
1,4,2023-03-17,24575.5,0
1,4,2023-03-24,24263.32,0
1,4,2023-03-31,23262.96,0
1,4,2023-04-07,24441.6,0
1,4,2023-04-14,23741.22,0
1,4,2023-04-21,26644.09,0
1,4,2023-04-28,24435.59,0
1,4,2023-05-05,21914.68,0
1,4,2023-05-12,21565.23,0
1,4,2023-05-19,21452.33,0
1,4,2023-05-26,26058.51,0
1,4,2023-06-02,22455.79,0
1,4,2023-06-09,25193.28,0
1,4,2023-06-16,24705.19,0
1,4,2023-06-23,24118.22,0
1,4,2023-06-30,24865.01,0
1,4,2023-07-07,24079.26,0
1,4,2023-07-14,18417.15,0
1,4,2023-07-21,22634.63,0
1,4,2023-07-28,23727.84,0
1,4,2023-08-04,25625.53,0
1,4,2023-08-11,25373.92,0
1,4,2023-08-18,19659.6,0
1,4,2023-08-25,21173.5,0
1,4,2023-09-01,18817.82,0
1,4,2023-09-08,26787.59,1
1,4,2023-09-15,21620.82,0
1,4,2023-09-22,21103.34,0
1,4,2023-09-29,22932.56,0
1,4,2023-10-06,22496.48,0
1,4,2023-10-13,22291.67,0
1,4,2023-10-20,21074.21,0
1,4,2023-10-27,19732.97,0
1,4,2023-11-03,21555.08,0
1,4,2023-11-10,21686.75,0
1,4,2023-11-17,20135.16,0
1,4,2023-11-24,27867.77,1
1,4,2023-12-01,23504.35,0
1,4,2023-12-08,19690.56,0
1,4,2023-12-15,20737.45,0
1,4,2023-12-22,22054.65,0
1,4,2023-12-29,27697.95,1
1,4,2024-01-05,25394.43,0
1,4,2024-01-12,23165.9,0
1,4,2024-01-19,23732.51,0
1,4,2024-01-26,26385.85,0
1,4,2024-02-02,22658.9,0
1,4,2024-02-09,23707.48,1
1,4,2024-02-16,21814.51,0
1,4,2024-02-23,24266.4,0
1,4,2024-03-01,21979.92,0
1,4,2024-03-08,26792.54,0
1,4,2024-03-15,26445.02,0
1,4,2024-03-22,25290.55,0
1,4,2024-03-29,25902.08,0
1,4,2024-04-05,27929.92,0
1,4,2024-04-12,24095.84,0
1,4,2024-04-19,27078.53,0
1,4,2024-04-26,28238.8,0
1,4,2024-05-03,22978.65,0
1,4,2024-05-10,28284.84,0
1,4,2024-05-17,23201.64,0
1,4,2024-05-24,26470.95,0
1,4,2024-05-31,24138.48,0
1,4,2024-06-07,29502.15,0
1,4,2024-06-14,23857.74,0
1,4,2024-06-21,22636.74,0
1,4,2024-06-28,26114.68,0
1,4,2024-07-05,24727.18,0
1,4,2024-07-12,22243.75,0
1,4,2024-07-19,26036.68,0
1,4,2024-07-26,20741.8,0
1,4,2024-08-02,22334.67,0
1,4,2024-08-09,22927.57,0
1,4,2024-08-16,25239.86,0
1,4,2024-08-23,25837.47,0
1,4,2024-08-30,25158.58,0
1,4,2024-09-06,27061.62,1
1,4,2024-09-13,23302.79,0
1,4,2024-09-20,25006.72,0
1,4,2024-09-27,24373.9,0
1,4,2024-10-04,22844.8,0
1,4,2024-10-11,19826.3,0
1,4,2024-10-18,20916.32,0
1,4,2024-10-25,25170.42,0
1,4,2024-11-01,19333.89,0
1,4,2024-11-08,19848.8,0
1,4,2024-11-15,23604.54,0
1,4,2024-11-22,21323.8,0
1,4,2024-11-29,24271.48,1
1,4,2024-12-06,23308.11,0
1,4,2024-12-13,22037.34,0
1,4,2024-12-20,20907.82,0
1,4,2024-12-27,32087.55,1
1,4,2025-01-03,26321.32,0
1,4,2025-01-10,25755.89,0
1,4,2025-01-17,23399.04,0
1,4,2025-01-24,23789.11,0
1,5,2023-02-03,16216.89,0
1,5,2023-02-10,16495.27,1
1,5,2023-02-17,12745.47,0
1,5,2023-02-24,15891.29,0
1,5,2023-03-03,15288.05,0
1,5,2023-03-10,14349.28,0
1,5,2023-03-17,16164.49,0
1,5,2023-03-24,14278.75,0
1,5,2023-03-31,15559.09,0
1,5,2023-04-07,15255.6,0
1,5,2023-04-14,15752.39,0
1,5,2023-04-21,16402.07,0
1,5,2023-04-28,15214.02,0
1,5,2023-05-05,18685.53,0
1,5,2023-05-12,17263.6,0
1,5,2023-05-19,18976.06,0
1,5,2023-05-26,16341.95,0
1,5,2023-06-02,15765.61,0
1,5,2023-06-09,18709.05,0
1,5,2023-06-16,15538.69,0
1,5,2023-06-23,15931.95,0
1,5,2023-06-30,16937.52,0
1,5,2023-07-07,14282.44,0
1,5,2023-07-14,16568.45,0
1,5,2023-07-21,16213.73,0
1,5,2023-07-28,16851.77,0
1,5,2023-08-04,16177.28,0
1,5,2023-08-11,16455.11,0
1,5,2023-08-18,14580.68,0
1,5,2023-08-25,13519.75,0
1,5,2023-09-01,16763.06,0
1,5,2023-09-08,13950.74,1
1,5,2023-09-15,14654.52,0
1,5,2023-09-22,15689.36,0
1,5,2023-09-29,13976.5,0
1,5,2023-10-06,14765.74,0
1,5,2023-10-13,11429.46,0
1,5,2023-10-20,13012.6,0
1,5,2023-10-27,11504.54,0
1,5,2023-11-03,14384.44,0
1,5,2023-11-10,11891.92,0
1,5,2023-11-17,12237.86,0
1,5,2023-11-24,29634.89,1
1,5,2023-12-01,13652.71,0
1,5,2023-12-08,14601.18,0
1,5,2023-12-15,14730.13,0
1,5,2023-12-22,14055.11,0
1,5,2023-12-29,25671.75,1
1,5,2024-01-05,15434.31,0
1,5,2024-01-12,16007.96,0
1,5,2024-01-19,15555.4,0
1,5,2024-01-26,13979.18,0
1,5,2024-02-02,16534.18,0
1,5,2024-02-09,15915.84,1
1,5,2024-02-16,15539.45,0
1,5,2024-02-23,16017.13,0
1,5,2024-03-01,15716.13,0
1,5,2024-03-08,18051.79,0
1,5,2024-03-15,15121.81,0
1,5,2024-03-22,15872.14,0
1,5,2024-03-29,16950.05,0
1,5,2024-04-05,19816.61,0
1,5,2024-04-12,19159.68,0
1,5,2024-04-19,15430.63,0
1,5,2024-04-26,19755.55,0
1,5,2024-05-03,19795.3,0
1,5,2024-05-10,16197.97,0
1,5,2024-05-17,14257.03,0
1,5,2024-05-24,17711.97,0
1,5,2024-05-31,19337.04,0
1,5,2024-06-07,19894.01,0
1,5,2024-06-14,16306.6,0
1,5,2024-06-21,19823.29,0
1,5,2024-06-28,14155.74,0
1,5,2024-07-05,16547.05,0
1,5,2024-07-12,16295.71,0
1,5,2024-07-19,18192.67,0
1,5,2024-07-26,18156.83,0
1,5,2024-08-02,17475.11,0
1,5,2024-08-09,14291.23,0
1,5,2024-08-16,16902.97,0
1,5,2024-08-23,16243.05,0
1,5,2024-08-30,13351.99,0
1,5,2024-09-06,13925.58,1
1,5,2024-09-13,14847.12,0
1,5,2024-09-20,13382.69,0
1,5,2024-09-27,14543.19,0
1,5,2024-10-04,15113.66,0
1,5,2024-10-11,14510.77,0
1,5,2024-10-18,12748.67,0
1,5,2024-10-25,16724.18,0
1,5,2024-11-01,15704.7,0
1,5,2024-11-08,14179.57,0
1,5,2024-11-15,14287.52,0
1,5,2024-11-22,15147.17,0
1,5,2024-11-29,23498.54,1
1,5,2024-12-06,13390.6,0
1,5,2024-12-13,15068.92,0
1,5,2024-12-20,13910.56,0
1,5,2024-12-27,26414.34,1
1,5,2025-01-03,15857.98,0
1,5,2025-01-10,16290.85,0
1,5,2025-01-17,13658.44,0
1,5,2025-01-24,15748.19,0
1,6,2023-02-03,18839.25,0
1,6,2023-02-10,18746.01,1
1,6,2023-02-17,15516.24,0
1,6,2023-02-24,19342.55,0
1,6,2023-03-03,19863.07,0
1,6,2023-03-10,21561.07,0
1,6,2023-03-17,18753.77,0
1,6,2023-03-24,16419.86,0
1,6,2023-03-31,18591.75,0
1,6,2023-04-07,18582.9,0
1,6,2023-04-14,21719.4,0
1,6,2023-04-21,16138.86,0
1,6,2023-04-28,19956.79,0
1,6,2023-05-05,23112.31,0
1,6,2023-05-12,20772.22,0
1,6,2023-05-19,22229.54,0
1,6,2023-05-26,17974.61,0
1,6,2023-06-02,17970.33,0
1,6,2023-06-09,22859.54,0
1,6,2023-06-16,20530.05,0
1,6,2023-06-23,20370.01,0
1,6,2023-06-30,18228.02,0
1,6,2023-07-07,19974.86,0
1,6,2023-07-14,17799.09,0
1,6,2023-07-21,21202.07,0
1,6,2023-07-28,23295.98,0
1,6,2023-08-04,19608.31,0
1,6,2023-08-11,17684.88,0
1,6,2023-08-18,14661.11,0
1,6,2023-08-25,15706.28,0
1,6,2023-09-01,20157.66,0
1,6,2023-09-08,17191.38,1
1,6,2023-09-15,18444.61,0
1,6,2023-09-22,19413.57,0
1,6,2023-09-29,16934.87,0
1,6,2023-10-06,16537.57,0
1,6,2023-10-13,17098.74,0
1,6,2023-10-20,16092.13,0
1,6,2023-10-27,16140.19,0
1,6,2023-11-03,17481.59,0
1,6,2023-11-10,17216.25,0
1,6,2023-11-17,19944.82,0
1,6,2023-11-24,22011.02,1
1,6,2023-12-01,15804.28,0
1,6,2023-12-08,18188.61,0
1,6,2023-12-15,16632.13,0
1,6,2023-12-22,18442.55,0
1,6,2023-12-29,22129.0,1
1,6,2024-01-05,18443.67,0
1,6,2024-01-12,22270.74,0
1,6,2024-01-19,21137.81,0
1,6,2024-01-26,21091.28,0
1,6,2024-02-02,20783.59,0
1,6,2024-02-09,22703.84,1
1,6,2024-02-16,17881.92,0
1,6,2024-02-23,22752.51,0
1,6,2024-03-01,19144.48,0
1,6,2024-03-08,20115.64,0
1,6,2024-03-15,22278.7,0
1,6,2024-03-22,23679.59,0
1,6,2024-03-29,19751.75,0
1,6,2024-04-05,21038.94,0
1,6,2024-04-12,22259.09,0
1,6,2024-04-19,21871.76,0
1,6,2024-04-26,23807.82,0
1,6,2024-05-03,28472.0,0
1,6,2024-05-10,23095.85,0
1,6,2024-05-17,21011.48,0
1,6,2024-05-24,19958.9,0
1,6,2024-05-31,21602.57,0
1,6,2024-06-07,20400.03,0
1,6,2024-06-14,22729.12,0
1,6,2024-06-21,22518.95,0
1,6,2024-06-28,20734.66,0
1,6,2024-07-05,24695.47,0
1,6,2024-07-12,19833.14,0
1,6,2024-07-19,20622.44,0
1,6,2024-07-26,21611.86,0
1,6,2024-08-02,21742.95,0
1,6,2024-08-09,22074.92,0
1,6,2024-08-16,20442.29,0
1,6,2024-08-23,21149.53,0
1,6,2024-08-30,18240.69,0
1,6,2024-09-06,24296.49,1
1,6,2024-09-13,21109.24,0
1,6,2024-09-20,16156.69,0
1,6,2024-09-27,17145.19,0
1,6,2024-10-04,19566.31,0
1,6,2024-10-11,14386.49,0
1,6,2024-10-18,18911.06,0
1,6,2024-10-25,19705.23,0
1,6,2024-11-01,17333.19,0
1,6,2024-11-08,17586.32,0
1,6,2024-11-15,16719.43,0
1,6,2024-11-22,17636.75,0
1,6,2024-11-29,23628.33,1
1,6,2024-12-06,17627.0,0
1,6,2024-12-13,18532.35,0
1,6,2024-12-20,18746.96,0
1,6,2024-12-27,30935.05,1
1,6,2025-01-03,20272.18,0
1,6,2025-01-10,19106.74,0
1,6,2025-01-17,19387.38,0
1,6,2025-01-24,17853.87,0
1,7,2023-02-03,14825.89,0
1,7,2023-02-10,17163.24,1
1,7,2023-02-17,19003.32,0
1,7,2023-02-24,15220.45,0
1,7,2023-03-03,17219.57,0
1,7,2023-03-10,16253.83,0
1,7,2023-03-17,18081.24,0
1,7,2023-03-24,20282.0,0
1,7,2023-03-31,18181.8,0
1,7,2023-04-07,18940.42,0
1,7,2023-04-14,21371.82,0
1,7,2023-04-21,19950.81,0
1,7,2023-04-28,18144.54,0
1,7,2023-05-05,19609.05,0
1,7,2023-05-12,18093.44,0
1,7,2023-05-19,20010.62,0
1,7,2023-05-26,20109.16,0
1,7,2023-06-02,17133.72,0
1,7,2023-06-09,19403.51,0
1,7,2023-06-16,18828.69,0
1,7,2023-06-23,19677.87,0
1,7,2023-06-30,19926.8,0
1,7,2023-07-07,19200.5,0
1,7,2023-07-14,17845.53,0
1,7,2023-07-21,19422.03,0
1,7,2023-07-28,16601.41,0
1,7,2023-08-04,15757.67,0
1,7,2023-08-11,12944.11,0
1,7,2023-08-18,17066.09,0
1,7,2023-08-25,15828.78,0
1,7,2023-09-01,17264.92,0
1,7,2023-09-08,15504.13,1
1,7,2023-09-15,16972.81,0
1,7,2023-09-22,14863.93,0
1,7,2023-09-29,16588.23,0
1,7,2023-10-06,15240.64,0
1,7,2023-10-13,15826.26,0
1,7,2023-10-20,16566.24,0
1,7,2023-10-27,16992.47,0
1,7,2023-11-03,15912.56,0
1,7,2023-11-10,14802.68,0
1,7,2023-11-17,15320.47,0
1,7,2023-11-24,22278.29,1
1,7,2023-12-01,15903.51,0
1,7,2023-12-08,15788.65,0
1,7,2023-12-15,16340.05,0
1,7,2023-12-22,15337.98,0
1,7,2023-12-29,19042.42,1
1,7,2024-01-05,18488.74,0
1,7,2024-01-12,14930.46,0
1,7,2024-01-19,18228.5,0
1,7,2024-01-26,19549.82,0
1,7,2024-02-02,19151.79,0
1,7,2024-02-09,21351.43,1
1,7,2024-02-16,18979.78,0
1,7,2024-02-23,19517.11,0
1,7,2024-03-01,19555.91,0
1,7,2024-03-08,19378.94,0
1,7,2024-03-15,18176.17,0
1,7,2024-03-22,20796.55,0
1,7,2024-03-29,21074.24,0
1,7,2024-04-05,20804.89,0
1,7,2024-04-12,20797.35,0
1,7,2024-04-19,23506.48,0
1,7,2024-04-26,19760.61,0
1,7,2024-05-03,22981.15,0
1,7,2024-05-10,19631.75,0
1,7,2024-05-17,22684.71,0
1,7,2024-05-24,22834.79,0
1,7,2024-05-31,20215.73,0
1,7,2024-06-07,23324.48,0
1,7,2024-06-14,21216.28,0
1,7,2024-06-21,18860.59,0
1,7,2024-06-28,19495.46,0
1,7,2024-07-05,21693.05,0
1,7,2024-07-12,21120.51,0
1,7,2024-07-19,17788.39,0
1,7,2024-07-26,18976.05,0
1,7,2024-08-02,19250.06,0
1,7,2024-08-09,17933.66,0
1,7,2024-08-16,21926.67,0
1,7,2024-08-23,18549.08,0
1,7,2024-08-30,17892.5,0
1,7,2024-09-06,22048.78,1
1,7,2024-09-13,18991.29,0
1,7,2024-09-20,15080.56,0
1,7,2024-09-27,16628.21,0
1,7,2024-10-04,18571.57,0
1,7,2024-10-11,19182.96,0
1,7,2024-10-18,15931.35,0
1,7,2024-10-25,15747.22,0
1,7,2024-11-01,17729.55,0
1,7,2024-11-08,16151.65,0
1,7,2024-11-15,16704.99,0
1,7,2024-11-22,18382.05,0
1,7,2024-11-29,21573.76,1
1,7,2024-12-06,15663.84,0
1,7,2024-12-13,17694.26,0
1,7,2024-12-20,15233.81,0
1,7,2024-12-27,21890.16,1
1,7,2025-01-03,20829.53,0
1,7,2025-01-10,21934.11,0
1,7,2025-01-17,17382.97,0
1,7,2025-01-24,19690.71,0
1,8,2023-02-03,17891.11,0
1,8,2023-02-10,19202.71,1
1,8,2023-02-17,22881.55,0
1,8,2023-02-24,19537.99,0
1,8,2023-03-03,20112.65,0
1,8,2023-03-10,19283.86,0
1,8,2023-03-17,23046.34,0
1,8,2023-03-24,15770.91,0
1,8,2023-03-31,20786.24,0
1,8,2023-04-07,21649.03,0
1,8,2023-04-14,20720.9,0
1,8,2023-04-21,23514.71,0
1,8,2023-04-28,24202.37,0
1,8,2023-05-05,19629.25,0
1,8,2023-05-12,25852.95,0
1,8,2023-05-19,19605.86,0
1,8,2023-05-26,24347.34,0
1,8,2023-06-02,22249.6,0
1,8,2023-06-09,20987.78,0
1,8,2023-06-16,21011.42,0
1,8,2023-06-23,21492.2,0
1,8,2023-06-30,21709.36,0
1,8,2023-07-07,19580.23,0
1,8,2023-07-14,20510.69,0
1,8,2023-07-21,19380.99,0
1,8,2023-07-28,18414.98,0
1,8,2023-08-04,18819.37,0
1,8,2023-08-11,18045.05,0
1,8,2023-08-18,18954.89,0
1,8,2023-08-25,20032.53,0
1,8,2023-09-01,19307.5,0
1,8,2023-09-08,24119.93,1
1,8,2023-09-15,19396.1,0
1,8,2023-09-22,18522.04,0
1,8,2023-09-29,19554.82,0
1,8,2023-10-06,19275.16,0
1,8,2023-10-13,17895.38,0
1,8,2023-10-20,18321.99,0
1,8,2023-10-27,16970.44,0
1,8,2023-11-03,18938.47,0
1,8,2023-11-10,15375.79,0
1,8,2023-11-17,19304.62,0
1,8,2023-11-24,21109.3,1
1,8,2023-12-01,18095.1,0
1,8,2023-12-08,18381.83,0
1,8,2023-12-15,20784.31,0
